ID	symbol	desc	lfc	p	Cluster	Signature
576	BAI2	brain-specific angiogenesis inhibitor 2	1.278929715	1.01e-08	5	
57628	DPP10	dipeptidyl-peptidase 10 (non-functional)	1.239803394	0.000141714		
57822	GRHL3	grainyhead-like 3 (Drosophila)	1.859798039	2.07e-07	5	
5794	PTPRH	protein tyrosine phosphatase, receptor type, H	1.77966451	3.79e-07	5	
645369	TMEM200C	transmembrane protein 200C	1.029822565	0.000147007	5	
646	BNC1	basonuclin 1	2.57264466	7.72e-06	5	
6530	SLC6A2	solute carrier family 6 (neurotransmitter transporter), member 2	1.732825247	0.001223084	5	
7020	TFAP2A	transcription factor AP-2 alpha (activating enhancer binding protein 2 alpha)	1.444834314	0.001604621	5	
7093	TLL2	tolloid-like 2	1.712165572	2.33e-07	5	
727897	MUC5B	mucin 5B, oligomeric mucus/gel-forming	2.462516019	0.000589311	5	
728978	UNC5B-AS1	UNC5B antisense RNA 1	1.576441248	1.91e-06	5	
729770	LOC729770	uncharacterized LOC729770	1.158363662	3.18e-06	5	
7368	UGT8	UDP glycosyltransferase 8	1.074138951	1.43e-07	5	
810	CALML3	calmodulin-like 3	2.250877159	0.004575529	5	
8424	BBOX1	butyrobetaine (gamma), 2-oxoglutarate dioxygenase (gamma-butyrobetaine hydroxylase) 1	1.36709348	0.008253559	5	
84675	TRIM55	tripartite motif containing 55	1.3974537	0.000211203	5	
8572	PDLIM4	PDZ and LIM domain 4	1.575612626	3.9e-09	5	
8908	GYG2	glycogenin 2	1.168837482	1.23e-05	5	
90161	HS6ST2	heparan sulfate 6-O-sulfotransferase 2	2.267410072	2.76e-10	5	
9076	CLDN1	claudin 1	1.848181259	2.14e-12	5	
9118	INA	internexin neuronal intermediate filament protein, alpha	1.267441208	0.001166257	5	
92235	DUSP27	dual specificity phosphatase 27 (putative)	1.273854529	0.000338071		
954	ENTPD2	ectonucleoside triphosphate diphosphohydrolase 2	1.146714959	2.04e-05	5	
1000	CDH2	cadherin 2, type 1, N-cadherin (neuronal)	2.623187899	8.26e-12	6	
1001	CDH3	cadherin 3, type 1, P-cadherin (placental)	2.953376653	7.65e-20	6	
100130238	LOC100130238	uncharacterized LOC100130238	1.682659974	7.65e-06		
100192386	FLJ16779	uncharacterized LOC100192386	3.372633779	7.79e-11	6	
100505566	LINC00578	long intergenic non-protein coding RNA 578	1.833861411	3.96e-11	6	
100505920	LOC100505920	uncharacterized LOC100505920	1.868042213	2.17e-13	6	
100506385	LINC01426	long intergenic non-protein coding RNA 1426	1.484707127	5.7e-13	6	
100506696	PCAT6	prostate cancer associated transcript 6 (non-protein coding)	1.219758339	4.55e-10	6	
100507127	LINC00707	long intergenic non-protein coding RNA 707	1.521649071	2.29e-05		
100507257	MEG9	maternally expressed 9 (non-protein coding)	1.272102466	9.69e-06		
100526761	CCDC169-SOHLH2	CCDC169-SOHLH2 readthrough	1.358630038	6.94e-06		
101669762	BLACAT1	bladder cancer associated transcript 1 (non-protein coding)	1.186954891	2.23e-07	6	
101926996	LOC101926996	uncharacterized LOC101926996	1.811030865	1.6e-10	6	
101928017	UBXN10-AS1	UBXN10 antisense RNA 1	1.365134727	1.91e-09	6	
101928678	LOC101928678	uncharacterized LOC101928678	1.24010983	4.06e-05		
101928711	LOC101928711	uncharacterized LOC101928711	1.112029786	1.06e-05	6	
101929040	LOC101929040	uncharacterized LOC101929040	1.131956775	7.55e-05		
101929108	LOC101929108	SH3 domain-containing protein C23A1.17-like	1.756616161	8.55e-07		
101929122	LOC101929122	uncharacterized LOC101929122	2.429283731	4.45e-09	6	
101929641	LOC101929641	uncharacterized LOC101929641	1.320075714	7.21e-06		
102723356	ZFPM2-AS1	ZFPM2 antisense RNA 1	1.869283318	1.92e-05	6	
102723774	LOC102723774	uncharacterized LOC102723774	3.404638107	2.74e-10	6	
102724211	LOC102724211	uncharacterized LOC102724211	1.309215996	3.83e-07		
102724550	LOC102724550	uncharacterized LOC102724550	1.225019208	0.000378061		
102725271	LOC102725271	neurotrimin-like	2.144113663	2.16e-05		
102725325	LOC102725325	putative trypsin-6-like	6.441084527	1.06e-07	6	
1029	CDKN2A	cyclin-dependent kinase inhibitor 2A	1.692785177	6.04e-12	6	
116028	RMI2	RecQ mediated genome instability 2	1.375580309	2.55e-14	6	
117154	DACH2	dachshund family transcription factor 2	2.130895356	2.07e-09	6	
124912	SPACA3	sperm acrosome associated 3	2.076658288	1.13e-06	6	
128414	NKAIN4	Na+/K+ transporting ATPase interacting 4	3.030109899	3.15e-09	6	
131034	CPNE4	copine IV	3.51664717	5.7e-14	6	
131368	ZPLD1	zona pellucida-like domain containing 1	3.186856522	2.12e-11	6	
133396	IL31RA	interleukin 31 receptor A	1.367352604	9.4e-07		
1392	CRH	corticotropin releasing hormone	2.615496563	2.02e-07	6	
139599	MAGEE2	melanoma antigen family E, 2	1.094467846	0.000126454		
1396	CRIP1	cysteine-rich protein 1 (intestinal)	1.127576588	3.23e-09	6	
140469	MYO3B	myosin IIIB	3.148852885	2.38e-15	6	
140902	R3HDML	R3H domain containing-like	2.50405175	7.31e-08	6	
1428	CRYM	crystallin, mu	1.663714415	9.36e-11	6	
145873	MESP2	mesoderm posterior basic helix-loop-helix transcription factor 2	1.679977235	8.94e-07	6	
1469	CST1	cystatin SN	4.414748556	4.82e-05	6	
1470	CST2	cystatin SA	5.22158744	3.18e-12	6	
1473	CST5	cystatin D	1.891101479	4.98e-06	6	
147920	IGFL2	IGF-like family member 2	4.903777213	2.27e-12	6	
148641	SLC35F3	solute carrier family 35, member F3	1.71846057	4.17e-10	6	
1510	CTSE	cathepsin E	1.830556032	1.49e-15	6	
154754	PRSS3P2	protease, serine, 3 pseudogene 2	6.441084527	1.06e-07	6	
154860	FEZF1-AS1	FEZF1 antisense RNA 1	1.573125613	5.06e-06	6	
155006	TMEM213	transmembrane protein 213	2.236502801	1.75e-08		
1562	CYP2C18	cytochrome P450, family 2, subfamily C, polypeptide 18	1.363649541	1.13e-08		
161753	ODF3L1	outer dense fiber of sperm tails 3-like 1	1.721298014	1.59e-09		
169044	COL22A1	collagen, type XXII, alpha 1	1.695702882	1.36e-06	6	
1907	EDN2	endothelin 2	1.243856644	0.002908575		
196051	PPAPDC1A	phosphatidic acid phosphatase type 2 domain containing 1A	2.384957476	2.96e-08	6	
200150	PLD5	phospholipase D family, member 5	1.848853708	3.58e-08	6	
202374	STK32A	serine/threonine kinase 32A	1.286694384	6.49e-14	6	
203447	NRK	Nik related kinase	2.199031831	2.98e-10	6	
212	ALAS2	aminolevulinate, delta-, synthase 2	1.656658187	0.008458304		
2153	F5	coagulation factor V (proaccelerin, labile factor)	1.343611481	1.76e-09	6	
23316	CUX2	cut-like homeobox 2	2.031986052	2.53e-07	6	
253982	ASPHD1	aspartate beta-hydroxylase domain containing 1	1.120367198	1.22e-09		
25769	SLC24A2	solute carrier family 24 (sodium/potassium/calcium exchanger), member 2	2.506408512	6.15e-10	6	
25789	TMEM59L	transmembrane protein 59-like	2.887690783	5.75e-14	6	
26	AOC1	amine oxidase, copper containing 1	1.656417539	3.07e-05	6	
26047	CNTNAP2	contactin associated protein-like 2	2.118674207	4.08e-09	6	
26579	MYEOV	myeloma overexpressed	1.741684075	5.83e-08	6	
2668	GDNF	glial cell derived neurotrophic factor	3.076485663	1.63e-14	6	
27178	IL37	interleukin 37	1.590636302	0.001058507		
27344	PCSK1N	proprotein convertase subtilisin/kexin type 1 inhibitor	1.378134183	7e-06	6	
283463	MUC19	mucin 19, oligomeric	1.833019403	3.18e-08		
284233	CYP4F35P	cytochrome P450, family 4, subfamily F, polypeptide 35, pseudogene	1.062425433	0.000714893		
285556	LOC285556	uncharacterized LOC285556	1.13697249	0.000265058		
2892	GRIA3	glutamate receptor, ionotropic, AMPA 3	2.33274796	1.88e-10	6	
3026	HABP2	hyaluronan binding protein 2	4.060403923	8.41e-14	6	
3039	HBA1	hemoglobin, alpha 1	3.870123461	5.94e-08		
3040	HBA2	hemoglobin, alpha 2	3.823283293	5.31e-09	6	
3042	HBM	hemoglobin, mu	1.173803238	0.006527805		
3043	HBB	hemoglobin, beta	3.820655653	1.09e-11	6	
3172	HNF4A	hepatocyte nuclear factor 4, alpha	2.488390376	7.56e-11	6	
3218	HOXB8	homeobox B8	1.462103142	8.08e-07		
3223	HOXC6	homeobox C6	1.253514644	0.002670348		
3359	HTR3A	5-hydroxytryptamine (serotonin) receptor 3A, ionotropic	1.45077862	3.95e-05		
3362	HTR6	5-hydroxytryptamine (serotonin) receptor 6, G protein-coupled	1.523728596	7.93e-07		
338645	LUZP2	leucine zipper protein 2	2.956648589	1.28e-09	6	
339761	CYP27C1	cytochrome P450, family 27, subfamily C, polypeptide 1	2.774742448	4.11e-09	6	
340547	VSIG1	V-set and immunoglobulin domain containing 1	3.567343821	9.44e-11	6	
345079	SOWAHB	sosondowah ankyrin repeat domain family member B	1.086377723	1.99e-08		
345651	ACTBL2	actin, beta-like 2	3.165328108	2.39e-10	6	
3559	IL2RA	interleukin 2 receptor, alpha	1.499816461	4.86e-10		
3706	ITPKA	inositol-trisphosphate 3-kinase A	1.664274977	1.19e-08	6	
374918	IGFL1	IGF-like family member 1	3.56631789	5.4e-07	6	
3868	KRT16	keratin 16	3.28984159	1.27e-07	6	
388555	IGFL3	IGF-like family member 3	2.126047861	2.44e-06	6	
389336	C5orf46	chromosome 5 open reading frame 46	2.12927714	9.64e-06		
389384	C6orf222	chromosome 6 open reading frame 222	2.723091236	1.15e-10	6	
389434	IYD	iodotyrosine deiodinase	1.076231162	9.1e-08		
401138	AMTN	amelotin	3.5394055	8.08e-06		
4316	MMP7	matrix metallopeptidase 7 (matrilysin, uterine)	3.794994222	3.11e-17	6	
4320	MMP11	matrix metallopeptidase 11 (stromelysin 3)	4.18274108	1.99e-10	6	
4619	MYH1	myosin, heavy chain 1, skeletal muscle, adult	1.246539087	0.00275318		
4808	NHLH2	nescient helix loop helix 2	1.12258499	0.001580712		
4892	NRAP	nebulin-related anchoring protein	2.647370881	1.17e-10	6	
50507	NOX4	NADPH oxidase 4	1.156653352	8.7e-09	6	
50863	NTM	neurotrimin	2.115221782	2.05e-05		
5121	PCP4	Purkinje cell protein 4	3.28706413	3.61e-07	6	
5314	PKHD1	polycystic kidney and hepatic disease 1 (autosomal recessive)	2.119047098	1.12e-10	6	
53630	BCO1	beta-carotene oxygenase 1	1.03257835	8.82e-06		
54544	CRCT1	cysteine-rich C-terminal 1	2.248124111	6.13e-06	6	
54866	PPP1R14D	protein phosphatase 1, regulatory (inhibitor) subunit 14D	1.550762286	4.66e-07		
54937	SOHLH2	spermatogenesis and oogenesis specific basic helix-loop-helix 2	1.303992577	0.00023844		
55220	KLHDC8A	kelch domain containing 8A	1.696835563	1.24e-07	6	
55384	MEG3	maternally expressed 3 (non-protein coding)	1.666765687	7.53e-10	6	
55503	TRPV6	transient receptor potential cation channel, subfamily V, member 6	1.538139535	7.55e-08	6	
55521	TRIM36	tripartite motif containing 36	1.21820801	1.58e-13	6	
55897	MESP1	mesoderm posterior basic helix-loop-helix transcription factor 1	1.048246594	3.66e-07	6	
5644	PRSS1	protease, serine, 1 (trypsin 1)	3.691668895	1.26e-08	6	
5645	PRSS2	protease, serine, 2 (trypsin 2)	6.450567633	1.04e-07	6	
5653	KLK6	kallikrein-related peptidase 6	2.701163183	6.71e-06	6	
570	BAAT	bile acid CoA:amino acid N-acyltransferase	4.320662875	1.93e-15	6	
57094	CPA6	carboxypeptidase A6	3.948544938	1.14e-15	6	
57537	SORCS2		1.121743796	6.92e-08	6	
57574	4-Mar	membrane-associated ring finger (C3HC4) 4, E3 ubiquitin protein ligase	2.549955245	7.25e-10	6	
586	BCAT1	branched chain amino-acid transaminase 1, cytosolic	1.119733593	1.15e-11		
6447	SCG5	secretogranin V (7B2 protein)	2.984485883	1.13e-15	6	
646300	COL6A4P2	collagen, type VI, alpha 4 pseudogene 2	2.463752081	3.85e-10	6	
646862	LOC646862	uncharacterized LOC646862	2.300580482	2.34e-07	6	
647219	ASCL5	achaete-scute family bHLH transcription factor 5	1.476649291	8.25e-07	6	
64866	CDCP1	CUB domain containing protein 1	1.171345134	1.09e-17	6	
653140	FAM228A	family with sequence similarity 228, member A	1.536727577	8.74e-10	6	
654342	LOC654342	lymphocyte-specific protein 1 pseudogene	1.033456241	0.000468621		
6664	SOX11	SRY (sex determining region Y)-box 11	1.362239534	0.002629157		
6690	SPINK1	serine peptidase inhibitor, Kazal type 1	1.791428406	0.000121268		
6698	SPRR1A	small proline-rich protein 1A	4.595467514	7.5e-08	6	
7045	TGFBI	transforming growth factor, beta-induced, 68kDa	1.275487058	6.86e-17	6	
7060	THBS4	thrombospondin 4	1.668760281	1.71e-08	6	
7276	TTR	transthyretin	3.456234186	4.85e-06		
729420	LMO7DN	LMO7 downstream neighbor	2.189081625	7.28e-10		
729966	LOC729966	uncharacterized LOC729966	2.520981302	2.92e-09	6	
79782	LRRC31	leucine rich repeat containing 31	1.276459569	2.78e-05		
79962	DNAJC22	DnaJ (Hsp40) homolog, subfamily C, member 22	2.660978479	2.78e-14	6	
80326	WNT10A	wingless-type MMTV integration site family, member 10A	2.764031361	9.35e-11	6	
8128	ST8SIA2	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 2	2.474043738	9.08e-08	6	
81610	FAM83D	family with sequence similarity 83, member D	2.17191617	5.31e-11	6	
827	CAPN6	calpain 6	2.838093573	3.48e-14	6	
83729	INHBE	inhibin, beta E	1.056071935	8.14e-05		
846	CASR	calcium-sensing receptor	1.877448154	3.63e-07		
84944	MAEL	maelstrom spermatogenic transposon silencer	1.341704714	0.000146401		
8600	TNFSF11	tumor necrosis factor (ligand) superfamily, member 11	2.714508009	3.95e-12	6	
8988	HSPB3	heat shock 27kDa protein 3	1.882659798	1.24e-09	6	
90226	UCN2	urocortin 2	2.29138318	1.38e-08	6	
9119	KRT75	keratin 75	3.438778795	2.76e-05	6	
9244	CRLF1	cytokine receptor-like factor 1	2.00449938	6.81e-11	6	
9312	KCNB2	potassium voltage-gated channel, Shab-related subfamily, member 2	1.332118724	9.43e-06		
93273	LEMD1	LEM domain containing 1	1.84907766	3.33e-07		
94032	CAMK2N2	calcium/calmodulin-dependent protein kinase II inhibitor 2	1.611984342	1.54e-08		
9568	GABBR2	gamma-aminobutyric acid (GABA) B receptor, 2	2.448353906	1.54e-06		
100126311	MIR147B	microRNA 147b	1.001963566	0.004761991		
100126791	EGOT	eosinophil granule ontogeny transcript (non-protein coding)	1.2611767	4.9e-06		
100128124	HGC6.3	uncharacterized LOC100128124	1.858951575	8.16e-05	7	
100130298	LOC100130298	hCG1816373-like	1.003803134	0.001316486		
100506734	IMMP1LP2	IMP1 inner mitochondrial membrane peptidase-like (S. cerevisiae) pseudogene 2	1.022817813	0.000629586		
100509457	LOC100509457	HLA class II histocompatibility antigen, DQ alpha 1 chain-like	1.37324063	6.66e-05	7	
100996286	LOC100996286	uncharacterized LOC100996286	1.150756311	0.000803309		
100996567	ANTXRLP1	anthrax toxin receptor-like pseudogene 1	1.573335934	6.81e-06	7	
100996809	LOC100996809	HLA class II histocompatibility antigen, DRB1-10 beta chain-like	1.331956092	1.53e-07	7	
101927156	LOC101927156	uncharacterized LOC101927156	1.214215885	0.000692022	7	
101928834	LOC101928834	uncharacterized LOC101928834	1.37233276	9.14e-06	7	
101929130	LOC101929130	uncharacterized LOC101929130	1.769559151	9.97e-11	7	
101929575	LOC101929575	uncharacterized LOC101929575	1.03744784	0.001736727		
102723817	LOC102723817	uncharacterized LOC102723817	1.164451944	0.0042655		
102724661	LOC102724661	uncharacterized LOC102724661	1.049924825	0.004488235		
10457	GPNMB	glycoprotein (transmembrane) nmb	1.418420813	2.06e-07	7	
10913	EDAR	ectodysplasin A receptor	1.064802677	0.002583886		
1118	CHIT1	chitinase 1 (chitotriosidase)	1.784076331	0.002753395	7	
1134	CHRNA1	cholinergic receptor, nicotinic, alpha 1 (muscle)	1.501340839	0.005680204	7	
114770	PGLYRP2	peptidoglycan recognition protein 2	1.061764193	0.004422619		
116449	CLNK	cytokine-dependent hematopoietic cell linker	1.479526486	8.06e-07	7	
118932	ANKRD22	ankyrin repeat domain 22	1.14426935	2.77e-06	7	
1215	CMA1	chymase 1, mast cell	1.550556304	0.008847579	7	
1237	CCR8	chemokine (C-C motif) receptor 8	1.790966279	1.65e-06	7	
131450	CD200R1	CD200 receptor 1	1.20162498	4.02e-06	7	
134	ADORA1	adenosine A1 receptor	1.182905732	2.58e-06	7	
1359	CPA3	carboxypeptidase A3 (mast cell)	1.931522175	2.96e-07	7	
137797	LYPD2	LY6/PLAUR domain containing 2	1.684165901	0.005336925		
146227	BEAN1	brain expressed, associated with NEDD4, 1	1.155726366	5.88e-09	7	
154092	LINC01010	long intergenic non-protein coding RNA 1010	1.473291253	0.000889269	7	
164668	APOBEC3H	apolipoprotein B mRNA editing enzyme, catalytic polypeptide-like 3H	1.110692268	3.07e-06	7	
1959	EGR2	early growth response 2	1.261337123	2.01e-05	7	
2206	MS4A2	membrane-spanning 4-domains, subfamily A, member 2	1.567121881	1.22e-06	7	
2359	FPR3	formyl peptide receptor 3	1.208400667	1.22e-06	7	
257101	ZNF683	zinc finger protein 683	1.552056172	0.000635221	7	
26220	DGCR5	DiGeorge syndrome critical region gene 5 (non-protein coding)	1.544983281	3.52e-07		
26279	PLA2G2D	phospholipase A2, group IID	2.851984692	5.75e-05	7	
26289	AK5	adenylate kinase 5	1.211324431	4.01e-05	7	
26586	CKAP2	cytoskeleton associated protein 2	1.091566988	1.37e-10	7	
266727	MDGA1	MAM domain containing glycosylphosphatidylinositol anchor 1	1.012217103	8.93e-05		
2705	GJB1	gap junction protein, beta 1, 32kDa	1.166318455	6.98e-05		
27306	HPGDS	hematopoietic prostaglandin D synthase	1.386555915	5.6e-08	7	
27350	APOBEC3C	apolipoprotein B mRNA editing enzyme, catalytic polypeptide-like 3C	1.00043569	7.39e-14	7	
2775	GNAO1	guanine nucleotide binding protein (G protein), alpha activating activity polypeptide O	1.242676028	1.03e-08	7	
2829	XCR1	chemokine (C motif) receptor 1	1.524470821	0.000907099	7	
283316	CD163L1	CD163 molecule-like 1	1.029729742	8.01e-06	7	
283547	LINC00639	long intergenic non-protein coding RNA 639	1.114533673	3.28e-05		
284266	SIGLEC15	sialic acid binding Ig-like lectin 15	1.228489118	0.000739619		
285601	GPR150	G protein-coupled receptor 150	1.135938401	5.58e-05		
3067	HDC	histidine decarboxylase	1.332491496	1.22e-05	7	
3111	HLA-DOA	major histocompatibility complex, class II, DO alpha	1.250457163	6.21e-10	7	
3117	HLA-DQA1		1.411311694	1.4e-05	7	
3119	HLA-DQB1	major histocompatibility complex, class II, DQ beta 1	1.420033796	2.97e-05	7	
3125	HLA-DRB3	major histocompatibility complex, class II, DR beta 3	1.400469017	3.06e-07	7	
3126	HLA-DRB4	major histocompatibility complex, class II, DR beta 4	1.560828712	4.57e-07	7	
3127	HLA-DRB5	major histocompatibility complex, class II, DR beta 5	1.481313441	1.98e-07	7	
327657	SERPINA9	serpin peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 9	1.909380751	8.7e-06	7	
3363	HTR7	5-hydroxytryptamine (serotonin) receptor 7, adenylate cyclase-coupled	1.226327085	0.00031128		
338382	RAB7B	RAB7B, member RAS oncogene family	1.365092774	5.8e-18	7	
339983	NAT8L	N-acetyltransferase 8-like (GCN5-related, putative)	1.044099451	4.87e-07		
347730	LRRTM1	leucine rich repeat transmembrane neuronal 1	2.33722966	1.59e-05	7	
353324	SPATA12	spermatogenesis associated 12	1.13552091	0.000717398	7	
3624	INHBA	inhibin, beta A	1.591084921	2.75e-07		
3642	INSM1	insulinoma-associated 1	1.875604574	5.22e-05		
387357	THEMIS	thymocyte selection associated	1.111235034	0.001921775	7	
388939	C2orf71	chromosome 2 open reading frame 71	1.510642109	5.18e-05		
398	ARHGDIG	Rho GDP dissociation inhibitor (GDI) gamma	1.230375243	0.000190569		
3988	LIPA	lipase A, lysosomal acid, cholesterol esterase	1.269567682	1.31e-07	7	
400359	C15orf53	chromosome 15 open reading frame 53	1.23486346	0.003869099		
4283	CXCL9	chemokine (C-X-C motif) ligand 9	1.661185985	0.00052284		
4747	NEFL	neurofilament, light polypeptide	1.460730505	0.001472937		
491	ATP2B2	ATPase, Ca++ transporting, plasma membrane 2	1.010726814	0.005086077		
4973	OLR1	oxidized low density lipoprotein (lectin-like) receptor 1	1.059447939	0.000180791	7	
51284	TLR7	toll-like receptor 7	1.344895621	9.86e-05	7	
54209	TREM2	triggering receptor expressed on myeloid cells 2	1.2083057	2.89e-05	7	
55244	SLC47A1	solute carrier family 47 (multidrug and toxin extrusion), member 1	1.067857094	1.57e-06	7	
55423	SIRPG	signal-regulatory protein gamma	1.110410288	0.000237791	7	
55843	ARHGAP15	Rho GTPase activating protein 15	1.063764624	1.12e-09	7	
56670	SUCNR1	succinate receptor 1	1.270716655	6.33e-05	7	
6003	RGS13	regulator of G-protein signaling 13	1.011120617	9.47e-05	7	
6366	CCL21	chemokine (C-C motif) ligand 21	1.319943892	0.000262641	7	
6367	CCL22	chemokine (C-C motif) ligand 22	1.783593163	6.57e-05	7	
6369	CCL24	chemokine (C-C motif) ligand 24	2.067506993	1.23e-05	7	
644172	LOC644172	mitogen-activated protein kinase 8 interacting protein 1 pseudogene	1.02910064	0.004243119		
644246	KANSL1-AS1		1.197631684	5.77e-05	7	
64499	TPSB2	tryptase beta 2 (gene/pseudogene)	1.410627908	0.000167521		
646396	REREP3	arginine-glutamic acid dipeptide (RE) repeats pseudogene 3	1.437006049	0.000461134		
6506	SLC1A2	solute carrier family 1 (glial high affinity glutamate transporter), member 2	1.19191217	4.7e-07	7	
6555	SLC10A2	solute carrier family 10 (sodium/bile acid cotransporter), member 2	2.180031636	9.6e-05		
7177	TPSAB1	tryptase alpha/beta 1	1.605513149	2.73e-07	7	
723809	LHFPL3-AS2	LHFPL3 antisense RNA 2	1.077405031	0.001338332		
728215	FAM155A		1.943378066	1.03e-11		
729177	CASC14	cancer susceptibility candidate 14 (non-protein coding)	1.054679969	0.002605383		
729950	LOC729950	uncharacterized LOC729950	1.647946628	1.14e-06	7	
7306	TYRP1	tyrosinase-related protein 1	1.05869742	4.65e-06		
7681	MKRN3	makorin ring finger protein 3	1.799955557	0.000185014		
794	CALB2	calbindin 2	1.120927844	0.000469764	7	
7941	PLA2G7	phospholipase A2, group VII (platelet-activating factor acetylhydrolase, plasma)	1.017327988	0.000130878		
80231	CXorf21	chromosome X open reading frame 21	1.031524614	2.55e-06	7	
84419	C15orf48	chromosome 15 open reading frame 48	1.054479735	0.001982266		
84443	FRMPD3	FERM and PDZ domain containing 3	1.609056473	2.18e-09	7	
8862	APLN	apelin	1.592725158	0.000758012		
8989	TRPA1	transient receptor potential cation channel, subfamily A, member 1	1.3520906	6.11e-06	7	
917	CD3G	CD3g molecule, gamma (CD3-TCR complex)	1.24056126	0.000390934	7	
100132891	LOC100132891	uncharacterized LOC100132891	1.103215182	1.2e-06	8	
100287314	LINC00941	long intergenic non-protein coding RNA 941	1.154273304	0.000524092		
100422914	MIR4253	microRNA 4253	1.422086592	1.89e-05		
100505879	KIF25-AS1	KIF25 antisense RNA 1	1.170421034	0.008026875		
100506013	APELA	apelin receptor early endogenous ligand	1.671919677	2.97e-05	8	
100507165	LOC100507165	uncharacterized LOC100507165	1.086534635	0.000115202	8	
100507351	LOC100507351	uncharacterized LOC100507351	1.642123993	1.73e-06	8	
100507421	TMEM178B	transmembrane protein 178B	1.693001894	6.15e-10	8	
10082	GPC6		1.108288445	6.95e-05	8	
10100	TSPAN2	tetraspanin 2	1.156241396	6.03e-11	8	
101927193	CHL1-AS1	CHL1 antisense RNA 1	1.06770966	0.001543042		
101929484	LOC101929484	uncharacterized LOC101929484	1.707161357	1.96e-06	8	
101929756	LOC101929756	uncharacterized LOC101929756	2.249274534	1.97e-06		
102723542	LOC102723542	uncharacterized LOC102723542	1.391006948	1.04e-12	8	
102723675	LOC102723675	uncharacterized LOC102723675	1.711670112	5.01e-06	8	
102723687			1.809070245	7.73e-10	8	
102723805	LOC102723805	uncharacterized LOC102723805	1.591500293	2.04e-05	8	
10878	CFHR3	complement factor H-related 3	2.510510642	6.12e-24	8	
11096	ADAMTS5	ADAM metallopeptidase with thrombospondin type 1 motif, 5	1.040424072	7.09e-06	8	
11341	SCRG1	stimulator of chondrogenesis 1	1.491984526	0.000585177	8	
115827	RAB3C	RAB3C, member RAS oncogene family	1.595306032	5.99e-07	8	
116039	OSR2	odd-skipped related transciption factor 2	1.230859203	0.000292582	8	
119587	CPXM2	carboxypeptidase X (M14 family), member 2	1.792579649	2.58e-08	8	
1272	CNTN1	contactin 1	1.266017458	9.67e-07	8	
128553	TSHZ2	teashirt zinc finger homeobox 2	1.76791821	8.18e-12	8	
133584	EGFLAM	EGF-like, fibronectin type III and laminin G domains	1.623823791	1.53e-09	8	
1382	CRABP2	cellular retinoic acid binding protein 2	2.485688601	6.79e-09	8	
143686	SESN3	sestrin 3	1.014051073	2.91e-14	8	
145581	LRFN5	leucine rich repeat and fibronectin type III domain containing 5	1.084477838	9.08e-06	8	
150	ADRA2A	adrenoceptor alpha 2A	1.158679417	2.39e-05	8	
150084	IGSF5	immunoglobulin superfamily, member 5	1.167214504	0.001261459		
164284	APCDD1L	adenomatosis polyposis coli down-regulated 1-like	1.892496197	2.44e-05	8	
170692	ADAMTS18	ADAM metallopeptidase with thrombospondin type 1 motif, 18	2.358528485	5.2e-07	8	
171019	ADAMTS19	ADAM metallopeptidase with thrombospondin type 1 motif, 19	2.524242655	6.85e-10	8	
1809	DPYSL3	dihydropyrimidinase-like 3	1.098998384	3.38e-13	8	
203430	ZCCHC5	zinc finger, CCHC domain containing 5	1.46662016	7.09e-07	8	
219527	LRRC55	leucine rich repeat containing 55	2.33869951	7.02e-06	8	
220	ALDH1A3	aldehyde dehydrogenase 1 family, member A3	1.483343024	8.25e-14	8	
2201	FBN2	fibrillin 2	1.413538244	3.21e-06		
220323	OAF	OAF homolog (Drosophila)	1.111563722	1.66e-08	8	
223117	SEMA3D	sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3D	1.195755331	1.34e-05	8	
2246	FGF1	fibroblast growth factor 1 (acidic)	1.43991	5.24e-11	8	
2256	FGF11	fibroblast growth factor 11	1.581257422	1.63e-14	8	
2274	FHL2	four and a half LIM domains 2	1.723196942	1.49e-15	8	
23017	FAIM2	Fas apoptotic inhibitory molecule 2	1.429352091	7.33e-05	8	
23213	SULF1	sulfatase 1	2.142882267	2.47e-12	8	
23362	PSD3	pleckstrin and Sec7 domain containing 3	1.191788298	3.98e-13	8	
23704	KCNE4	potassium voltage-gated channel, Isk-related family, member 4	1.372437981	1.87e-07	8	
23768	FLRT2	fibronectin leucine rich transmembrane protein 2	1.164179004	1.48e-08	8	
254827	NAALADL2		1.04149828	2.46e-07	8	
25758	KIAA1549L	KIAA1549-like	1.198045059	3.3e-05	8	
25884	CHRDL2	chordin-like 2	1.736741207	1.23e-06	8	
2596	GAP43	growth associated protein 43	2.322050753	5.77e-06	8	
26011	TENM4	teneurin transmembrane protein 4	1.716374263	1.23e-09	8	
26033	ATRNL1	attractin-like 1	1.457036744	8.72e-06	8	
2657	GDF1	growth differentiation factor 1	1.231093377	0.000849214		
26585	GREM1	gremlin 1, DAN family BMP antagonist	3.941530609	3.52e-08	8	
26872	STEAP1	six transmembrane epithelial antigen of the prostate 1	1.739754045	5.62e-12	8	
2700	GJA3	gap junction protein, alpha 3, 46kDa	1.319408951	0.000106873		
27076	LYPD3	LY6/PLAUR domain containing 3	1.356724167	7.17e-05		
